name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Xerneas,456,397,317,397,324,326,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/xerneas.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/xerneas.jpg
Yveltal,456,397,317,397,324,326,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/yveltal.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/yveltal.jpg
Zygarde10,312,328,265,243,295,361,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zygarde-10.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zygarde-10.jpg
Zygarde50,420,328,375,287,317,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zygarde-50.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zygarde-50.jpg
Zygarde100,636,328,375,309,317,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zygarde-100.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zygarde-100.jpg
Diancie,304,328,438,328,438,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/diancie.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/diancie.jpg
Hoopa,364,350,240,438,394,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hoopa.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hoopa.jpg
Volcanion,364,350,372,394,306,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/volcanion.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/volcanion.jpg
Rowlet,340,229,229,218,218,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/rowlet.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/rowlet.jpg
Dartrix,360,273,273,262,262,223,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dartrix.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dartrix.jpg
Decidueye,360,344,273,328,328,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/decidueye.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/decidueye.jpg
Decidueye H,380,355,284,317,317,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/decidueye-hisuian.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/decidueye-hisuian.jpg
Litten,294,251,196,240,196,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/litten.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/litten.jpg
Torracat,334,295,218,284,218,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/torracat.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/torracat.jpg
Incineroar,394,361,306,284,306,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/incineroar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/incineroar.jpg
Popplio,304,227,227,254,232,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/popplio.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/popplio.jpg
Brionne,324,260,260,309,287,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/brionne.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/brionne.jpg
Primarina,364,271,271,386,364,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/primarina.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/primarina.jpg
Pikipek,274,273,174,174,174,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pikipek.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pikipek.jpg
Trumbeak,314,295,218,196,218,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/trumbeak.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/trumbeak.jpg
Toucannon,364,372,273,273,273,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/toucannon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/toucannon.jpg
Yungoos,300,262,174,174,174,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/yungoos.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/yungoos.jpg
Gumshoos,380,350,240,229,240,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gumshoos.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gumshoos.jpg
Grubbin,298,245,207,229,207,210,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/grubbin.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/grubbin.jpg
Charjabug,318,289,317,229,273,188,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/charjabug.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/charjabug.jpg
Vikavolt,358,262,306,427,273,203,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/vikavolt.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/vikavolt.jpg
Crabrawler,298,289,234,201,212,247,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/crabrawler.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/crabrawler.jpg
Crabominable,398,399,278,245,256,203,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/crabominable.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/crabominable.jpg
Oricorio,354,262,262,324,262,313,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/oricorio.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/oricorio.jpg
Cutiefly,284,207,196,229,196,293,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cutiefly.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cutiefly.jpg
Ribombee,324,229,240,317,262,381,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ribombee.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ribombee.jpg
Rockruff,294,251,196,174,196,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/rockruff.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/rockruff.jpg
Lycanroc,354,361,251,229,251,355,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lycanroc.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lycanroc.jpg
Wishiwashi,294,152,152,163,163,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/wishiwashi.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/wishiwashi.jpg
Mareanie,304,225,245,203,223,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mareanie.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mareanie.jpg
Toxapex,304,247,443,225,421,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/toxapex.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/toxapex.jpg
Mudbray,344,328,262,207,229,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mudbray.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mudbray.jpg
Mudsdale,404,383,328,229,295,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mudsdale.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mudsdale.jpg
Dewpider,280,196,223,196,267,168,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dewpider.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dewpider.jpg
Araquanid,340,262,311,218,399,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/araquanid.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/araquanid.jpg
Fomantis,284,229,185,218,185,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/fomantis.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/fomantis.jpg
Lurantis,344,339,306,284,306,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lurantis.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lurantis.jpg
Morelull,284,185,229,251,273,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/morelull.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/morelull.jpg
Shiinotic,324,207,284,306,328,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shiinotic.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shiinotic.jpg
Salandit,300,205,196,265,196,278,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/salandit.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/salandit.jpg
Salazzle,340,249,240,353,240,366,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/salazzle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/salazzle.jpg
Stufful,344,273,218,207,218,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/stufful.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/stufful.jpg
Bewear,444,383,284,229,240,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/bewear.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/bewear.jpg
Bounsweet,288,174,192,174,192,179,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/bounsweet.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/bounsweet.jpg
Steenee,308,196,214,196,214,245,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/steenee.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/steenee.jpg
Tsareena,348,372,324,218,324,267,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tsareena.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tsareena.jpg
Comfey,306,223,306,289,350,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/comfey.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/comfey.jpg
Oranguru,384,240,284,306,350,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/oranguru.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/oranguru.jpg
Passimian,404,372,306,196,240,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/passimian.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/passimian.jpg
Wimpod,254,185,196,152,174,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/wimpod.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/wimpod.jpg
Golisopod,354,383,416,240,306,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/golisopod.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/golisopod.jpg
Sandygast,314,229,284,262,207,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sandygast.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sandygast.jpg
Palossand,374,273,350,328,273,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/palossand.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/palossand.jpg
Pyukumuku,314,240,394,174,394,119,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pyukumuku.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pyukumuku.jpg
Type: Null,394,317,317,317,317,238,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/type: null.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/type: null.jpg
Silvally,394,317,317,317,317,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/silvally.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/silvally.jpg
Minior,324,240,328,240,328,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/minior.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/minior.jpg
Komala,334,361,251,273,317,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/komala.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/komala.jpg
Turtonator,324,280,405,309,295,188,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/turtonator.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/turtonator.jpg
Togedemaru,334,324,247,196,269,320,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/togedemaru.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/togedemaru.jpg
Mimikyu,314,306,284,218,339,320,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mimikyu.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mimikyu.jpg
Bruxish,340,339,262,262,262,311,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/bruxish.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/bruxish.jpg
Drampa,360,240,295,405,309,188,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/drampa.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/drampa.jpg
Dhelmise,344,397,328,298,306,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dhelmise.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dhelmise.jpg
Jangmo-o,294,229,251,207,207,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/jangmo-o.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/jangmo-o.jpg
Hakamo-o,314,273,306,251,262,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/hakamo-o.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/hakamo-o.jpg
